URL,Creator,Type,Description,Title
https://itunes.apple.com/us/book/final-jeopardy/id381498825?mt=11&app=itunes,Linda Fairstein,epubBook,Final Jeopardy - Linda Fairstein,Final Jeopardy
https://itunes.apple.com/us/book/fix-you/id1171157960?mt=11&app=itunes,Carrie Elks,epubBook,Fix You - Carrie Elks,Fix You
https://itunes.apple.com/us/audiobook/how-to-win-friends-influence-people-in-digital-age/id465936345?app=itunes,Dale Carnegie & Associates,book,How to Win Friends and Influence People in the Digital Age (Unabridged) - Dale Carnegie & Associates,How to Win Friends and Influence People in the Digital Age (Unabridged)
https://itunes.apple.com/us/audiobook/big-little-lies-unabridged/id897962910?app=itunes,Liane Moriarty,book,Big Little Lies (Unabridged) - Liane Moriarty,Big Little Lies (Unabridged)
https://itunes.apple.com/us/audiobook/compound-effect-jumpstart-your-income-your-life-your/id976721313?app=itunes,Darren Hardy,book,"The Compound Effect: Jumpstart Your Income, Your Life, Your Success (Unabridged) - Darren Hardy","The Compound Effect: Jumpstart Your Income, Your Life, Your Success (Unabridged)"
https://itunes.apple.com/us/audiobook/harry-potter-and-the-deathly-hallows-book-7-unabridged/id1059079584?app=itunes,J.K. Rowling,book,"Harry Potter and the Deathly Hallows, Book 7 (Unabridged) - J.K. Rowling","Harry Potter and the Deathly Hallows, Book 7 (Unabridged)"
https://itunes.apple.com/us/audiobook/leaders-eat-last-why-some-teams-pull-together-others/id791693967?app=itunes,Simon Sinek,book,Leaders Eat Last: Why Some Teams Pull Together and Others Don't (Unabridged) - Simon Sinek,Leaders Eat Last: Why Some Teams Pull Together and Others Don't (Unabridged)
https://itunes.apple.com/us/audiobook/miracle-morning-not-so-obvious-secret-guaranteed-to/id643216770?app=itunes,Hal Elrod,book,The Miracle Morning: The Not-So-Obvious Secret Guaranteed to Transform Your Life - Before 8AM (Unabridged) - Hal Elrod,The Miracle Morning: The Not-So-Obvious Secret Guaranteed to Transform Your Life - Before 8AM (Unabridged)
https://itunes.apple.com/us/audiobook/it-unabridged/id1071315743?app=itunes,Stephen King,book,It (Unabridged) - Stephen King,It (Unabridged)
https://itunes.apple.com/us/audiobook/operator-firing-shots-that-killed-osama-bin-laden-my/id1220247797?app=itunes,Robert O'Neill,book,The Operator: Firing the Shots That Killed Osama Bin Laden and My Years as a SEAL Team Warrior (Unabridged) - Robert O'Neill,The Operator: Firing the Shots That Killed Osama Bin Laden and My Years as a SEAL Team Warrior (Unabridged)
https://itunes.apple.com/us/audiobook/a-gentleman-in-moscow-a-novel-unabridged/id1141072491?app=itunes,Amor Towles,book,A Gentleman in Moscow: A Novel (Unabridged) - Amor Towles,A Gentleman in Moscow: A Novel (Unabridged)
https://itunes.apple.com/us/book/accidentally-dead/id365507590?mt=11&app=itunes,Dakota Cassidy,epubBook,Accidentally Dead - Dakota Cassidy,Accidentally Dead
https://itunes.apple.com/us/book/kiss-my-boots/id1171089337?mt=11&app=itunes,Harper Sloan,epubBook,Kiss My Boots - Harper Sloan,Kiss My Boots
https://itunes.apple.com/us/book/tell-me-where-it-hurts/id421034607?mt=11&app=itunes,Nick Trout,epubBook,Tell Me Where It Hurts - Nick Trout,Tell Me Where It Hurts
https://itunes.apple.com/us/book/a-maidens-grave/id361824652?mt=11&app=itunes,Jeffery Deaver,epubBook,A Maiden's Grave - Jeffery Deaver,A Maiden's Grave
https://itunes.apple.com/us/book/mind-over-matter/id1227457701?mt=11&app=itunes,Nora Roberts,epubBook,Mind Over Matter - Nora Roberts,Mind Over Matter
https://itunes.apple.com/us/book/beautiful-animals/id1185282428?mt=11&app=itunes,Lawrence Osborne,epubBook,Beautiful Animals - Lawrence Osborne,Beautiful Animals
https://itunes.apple.com/us/book/tales-of-a-female-nomad/id419289472?mt=11&app=itunes,Rita Golden Gelman,epubBook,Tales of a Female Nomad - Rita Golden Gelman,Tales of a Female Nomad
https://itunes.apple.com/us/book/american-spartan/id660485119?mt=11&app=itunes,Ann Scott Tyson,epubBook,American Spartan - Ann Scott Tyson,American Spartan
https://itunes.apple.com/us/book/milk-and-honey/id1044487037?mt=11&app=itunes,Rupi Kaur,epubBook,Milk and Honey - Rupi Kaur,Milk and Honey
https://itunes.apple.com/us/book/collared/id1220032692?mt=11&app=itunes,David Rosenfelt,epubBook,Collared - David Rosenfelt,Collared
https://itunes.apple.com/us/audiobook/the-dark-tower-iv-wizard-and-glass-unabridged/id1071315516?app=itunes,Stephen King,book,The Dark Tower IV: Wizard and Glass (Unabridged) - Stephen King,The Dark Tower IV: Wizard and Glass (Unabridged)
https://itunes.apple.com/us/audiobook/fanatical-prospecting-ultimate-guide-for-starting-sales/id1128529424?app=itunes,Jeb Blount,book,"Fanatical Prospecting: The Ultimate Guide for Starting Sales Conversations and Filling the Pipeline by Leveraging Social Selling, Telephone, E-Mail, and Cold Calling (Unabridged) - Jeb Blount","Fanatical Prospecting: The Ultimate Guide for Starting Sales Conversations and Filling the Pipeline by Leveraging Social Selling, Telephone, E-Mail, and Cold Calling (Unabridged)"
https://itunes.apple.com/us/audiobook/where-the-wild-things-are-unabridged/id323643012?app=itunes,Maurice Sendak,book,Where the Wild Things Are (Unabridged) - Maurice Sendak,Where the Wild Things Are (Unabridged)
https://itunes.apple.com/us/audiobook/killing-lincoln-shocking-assassination-that-changed/id468434250?app=itunes,Bill O'Reilly & Martin Dugard,book,Killing Lincoln: The Shocking Assassination That Changed America Forever (Unabridged) - Bill O'Reilly & Martin Dugard,Killing Lincoln: The Shocking Assassination That Changed America Forever (Unabridged)
https://itunes.apple.com/us/audiobook/nkjv-voice-only-audio-bible-unabridged/id337399826?app=itunes,"Thomas Nelson, Inc.",book,"NKJV Voice Only Audio Bible (Unabridged) - Thomas Nelson, Inc.",NKJV Voice Only Audio Bible (Unabridged)
https://itunes.apple.com/us/audiobook/the-power-unabridged/id393051247?app=itunes,Rhonda Byrne,book,The Power (Unabridged) - Rhonda Byrne,The Power (Unabridged)
https://itunes.apple.com/us/audiobook/power-habit-why-we-do-what-we-do-in-life-business-unabridged/id505509164?app=itunes,Charles Duhigg,book,The Power of Habit: Why We Do What We Do in Life and Business (Unabridged) - Charles Duhigg,The Power of Habit: Why We Do What We Do in Life and Business (Unabridged)
https://itunes.apple.com/us/book/reasonable-doubt-full-series/id1231699494?mt=11&app=itunes,Whitney G.,epubBook,Reasonable Doubt (Full Series) - Whitney G.,Reasonable Doubt (Full Series)
https://itunes.apple.com/us/book/hot-for-the-fireman/id1200537720?mt=11&app=itunes,Gina L. Maxwell,epubBook,Hot for the Fireman - Gina L. Maxwell,Hot for the Fireman
https://itunes.apple.com/us/book/before-ever-after/id422529909?mt=11&app=itunes,Samantha Sotto,epubBook,Before Ever After - Samantha Sotto,Before Ever After
https://itunes.apple.com/us/book/astrophysics-for-people-in-a-hurry/id1165518487?mt=11&app=itunes,Neil de Grasse Tyson,epubBook,Astrophysics for People in a Hurry - Neil de Grasse Tyson,Astrophysics for People in a Hurry
https://itunes.apple.com/us/book/bones-of-the-earth/id1103222801?mt=11&app=itunes,Michael Swanwick,epubBook,Bones of the Earth - Michael Swanwick,Bones of the Earth
https://itunes.apple.com/us/book/zero-day/id426211835?mt=11&app=itunes,David Baldacci,epubBook,Zero Day - David Baldacci,Zero Day
https://itunes.apple.com/us/book/the-fix/id1142426142?mt=11&app=itunes,David Baldacci,epubBook,The Fix - David Baldacci,The Fix
https://itunes.apple.com/us/book/under-the-lake/id551091890?mt=11&app=itunes,Stuart Woods,epubBook,Under the Lake - Stuart Woods,Under the Lake
https://itunes.apple.com/us/book/sin-vegas-nights-1/id1241166551?mt=11&app=itunes,Emma Hart,epubBook,"Sin (Vegas Nights, #1) - Emma Hart","Sin (Vegas Nights, #1)"
https://itunes.apple.com/us/book/final-girls/id1168872283?mt=11&app=itunes,Riley Sager,epubBook,Final Girls - Riley Sager,Final Girls
https://itunes.apple.com/us/book/murder-at-the-kennedy-center/id926136641?mt=11&app=itunes,Margaret Truman,epubBook,Murder at the Kennedy Center - Margaret Truman,Murder at the Kennedy Center
https://itunes.apple.com/us/book/girl-in-trouble/id1206745556?mt=11&app=itunes,Stacy Claflin,epubBook,Girl in Trouble - Stacy Claflin,Girl in Trouble
https://itunes.apple.com/us/book/killer-party/id1178493622?mt=11&app=itunes,Lynn Cahoon,epubBook,Killer Party - Lynn Cahoon,Killer Party
https://itunes.apple.com/us/book/the-5-love-languages/id929862222?mt=11&app=itunes,Gary D. Chapman,epubBook,The 5 Love Languages - Gary D. Chapman,The 5 Love Languages
https://itunes.apple.com/us/book/shadow-of-doubt/id917672712?mt=11&app=itunes,Nancy Cole Silverman,epubBook,SHADOW OF DOUBT - Nancy Cole Silverman,SHADOW OF DOUBT
https://itunes.apple.com/us/book/big-little-lies/id784631338?mt=11&app=itunes,Liane Moriarty,epubBook,Big Little Lies - Liane Moriarty,Big Little Lies
https://itunes.apple.com/us/book/harry-potter-and-the-sorcerers-stone/id1037193578?mt=11&app=itunes,J.K. Rowling,epubBook,Harry Potter and the Sorcerer's Stone - J.K. Rowling,Harry Potter and the Sorcerer's Stone
https://itunes.apple.com/us/book/i-cant-make-this-up/id1183026033?mt=11&app=itunes,Kevin Hart,epubBook,I Can't Make This Up - Kevin Hart,I Can't Make This Up
https://itunes.apple.com/us/book/the-lonely-polygamist-a-novel/id378583397?mt=11&app=itunes,Brady Udall,epubBook,The Lonely Polygamist: A Novel - Brady Udall,The Lonely Polygamist: A Novel
https://itunes.apple.com/us/book/the-couple-next-door/id1080538109?mt=11&app=itunes,Shari Lapena,epubBook,The Couple Next Door - Shari Lapena,The Couple Next Door
https://itunes.apple.com/us/book/dead-wood/id1125810250?mt=11&app=itunes,Dan Ames,epubBook,Dead Wood - Dan Ames,Dead Wood
https://itunes.apple.com/us/book/behold-the-dreamers-oprahs-book-club/id1025640690?mt=11&app=itunes,Imbolo Mbue,epubBook,Behold the Dreamers (Oprah's Book Club) - Imbolo Mbue,Behold the Dreamers (Oprah's Book Club)
https://itunes.apple.com/us/book/for-the-birds/id1174107592?mt=11&app=itunes,Denise Grover Swank,epubBook,For the Birds - Denise Grover Swank,For the Birds
https://itunes.apple.com/us/book/sinister/id963015269?mt=11&app=itunes,"Lisa Jackson, Nancy Bush & Rosalind Noonan",epubBook,"Sinister - Lisa Jackson, Nancy Bush & Rosalind Noonan",Sinister
https://itunes.apple.com/us/book/cocky-client/id1230318651?mt=11&app=itunes,Whitney G.,epubBook,Cocky Client - Whitney G.,Cocky Client
https://itunes.apple.com/us/book/damnificados/id1044346178?mt=11&app=itunes,JJ Amaworo Wilson,epubBook,Damnificados - JJ Amaworo Wilson,Damnificados
https://itunes.apple.com/us/book/hard-play/id1200486019?mt=11&app=itunes,Sheryl Nantus,epubBook,Hard Play - Sheryl Nantus,Hard Play
https://itunes.apple.com/us/book/the-woman-in-cabin-10/id1068020338?mt=11&app=itunes,Ruth Ware,epubBook,The Woman in Cabin 10 - Ruth Ware,The Woman in Cabin 10
https://itunes.apple.com/us/book/hello-sunshine/id1052930788?mt=11&app=itunes,Laura Dave,epubBook,"Hello, Sunshine - Laura Dave","Hello, Sunshine"
https://itunes.apple.com/us/book/in-the-boss-bed/id1215317361?mt=11&app=itunes,Elizabeth Lennox,epubBook,In The Boss' Bed - Elizabeth Lennox,In The Boss' Bed
https://itunes.apple.com/us/book/red-notice/id894615971?mt=11&app=itunes,Bill Browder,epubBook,Red Notice - Bill Browder,Red Notice
https://itunes.apple.com/us/book/death-angel/id1206436838?mt=11&app=itunes,Martha Powers,epubBook,Death Angel - Martha Powers,Death Angel
https://itunes.apple.com/us/book/the-chase/id1176312899?mt=11&app=itunes,Vanessa Fewings,epubBook,The Chase - Vanessa Fewings,The Chase
https://itunes.apple.com/us/book/lilac-girls/id1021080635?mt=11&app=itunes,Martha Hall Kelly,epubBook,Lilac Girls - Martha Hall Kelly,Lilac Girls
https://itunes.apple.com/us/book/al-franken-giant-of-the-senate/id1151016306?mt=11&app=itunes,Al Franken,epubBook,"Al Franken, Giant of the Senate - Al Franken","Al Franken, Giant of the Senate"
https://itunes.apple.com/us/book/blame/id1131160561?mt=11&app=itunes,Jeff Abbott,epubBook,Blame - Jeff Abbott,Blame
https://itunes.apple.com/us/book/indigo-lake/id1176336732?mt=11&app=itunes,Jodi Thomas,epubBook,Indigo Lake - Jodi Thomas,Indigo Lake
https://itunes.apple.com/us/book/the-whistler/id1090761165?mt=11&app=itunes,John Grisham,epubBook,The Whistler - John Grisham,The Whistler
https://itunes.apple.com/us/book/a-beautiful-terrible-thing/id1183171710?mt=11&app=itunes,Jen Waite,epubBook,"A Beautiful, Terrible Thing - Jen Waite","A Beautiful, Terrible Thing"
https://itunes.apple.com/us/book/the-good-carb-cookbook/id365508055?mt=11&app=itunes,Sandra Woodruff,epubBook,The Good Carb Cookbook - Sandra Woodruff,The Good Carb Cookbook
https://itunes.apple.com/us/book/you-are-a-badass/id1209994350?mt=11&app=itunes,Jen Sincero,epubBook,You Are a Badass - Jen Sincero,You Are a Badass
https://itunes.apple.com/us/book/chance-for-love/id1143638479?mt=11&app=itunes,Ann B. Harrison,epubBook,Chance for Love - Ann B. Harrison,Chance for Love
https://itunes.apple.com/us/book/lockdown/id521428511?mt=11&app=itunes,Sean Black,epubBook,Lockdown - Sean Black,Lockdown
https://itunes.apple.com/us/book/wicked-wyckerly/id979398403?mt=11&app=itunes,Patricia Rice,epubBook,Wicked Wyckerly - Patricia Rice,Wicked Wyckerly
https://itunes.apple.com/us/book/lucky-double/id1230088144?mt=11&app=itunes,Deborah Coonts,epubBook,Lucky Double - Deborah Coonts,Lucky Double
https://itunes.apple.com/us/book/leashed/id672969659?mt=11&app=itunes,Zoe Dawson,epubBook,Leashed - Zoe Dawson,Leashed
https://itunes.apple.com/us/book/malevolent/id952867263?mt=11&app=itunes,E.H. Reinhard,epubBook,Malevolent - E.H. Reinhard,Malevolent
https://itunes.apple.com/us/book/mr-sinful/id1214300084?mt=11&app=itunes,Serenity Woods,epubBook,Mr. Sinful - Serenity Woods,Mr. Sinful
https://itunes.apple.com/us/book/once-a-mistress/id936655651?mt=11&app=itunes,Rebecca Hagan Lee,epubBook,Once a Mistress - Rebecca Hagan Lee,Once a Mistress
https://itunes.apple.com/us/book/three-seconds-to-rush/id1153454594?mt=11&app=itunes,Danielle Stewart,epubBook,Three Seconds to Rush - Danielle Stewart,Three Seconds to Rush
https://itunes.apple.com/us/book/because-youre-mine-mine-1/id1055714005?mt=11&app=itunes,K. Langston,epubBook,Because You're Mine (MINE #1) - K. Langston,Because You're Mine (MINE #1)
https://itunes.apple.com/us/book/the-castle-mountain-lodge-collection-books-1-4/id1173623192?mt=11&app=itunes,Elena Aitken,epubBook,The Castle Mountain Lodge Collection: Books 1-4 - Elena Aitken,The Castle Mountain Lodge Collection: Books 1-4
https://itunes.apple.com/us/book/his-wicked-games/id843564333?mt=11&app=itunes,Ember Casey,epubBook,His Wicked Games - Ember Casey,His Wicked Games
https://itunes.apple.com/us/book/checkmate-this-is-war/id1150971158?mt=11&app=itunes,Kennedy Fox,epubBook,Checkmate: This Is War - Kennedy Fox,Checkmate: This Is War
https://itunes.apple.com/us/book/juliette-and-the-monday-mandates/id985397775?mt=11&app=itunes,Becky Doughty,epubBook,Juliette and the Monday ManDates - Becky Doughty,Juliette and the Monday ManDates
https://itunes.apple.com/us/book/naughty-boss/id1230317045?mt=11&app=itunes,Whitney G.,epubBook,Naughty Boss - Whitney G.,Naughty Boss
https://itunes.apple.com/us/book/gone-the-next/id1003275524?mt=11&app=itunes,Ben Rehder,epubBook,Gone the Next - Ben Rehder,Gone the Next
https://itunes.apple.com/us/book/iphone-user-guide-for-ios-10-3/id1134772174?mt=11&app=itunes,Apple Inc.,epubBook,iPhone User Guide for iOS 10.3 - Apple Inc.,iPhone User Guide for iOS 10.3
https://itunes.apple.com/us/book/once-upon-a-duke/id896480616?mt=11&app=itunes,Eva Devon,epubBook,Once Upon a Duke - Eva Devon,Once Upon a Duke
https://itunes.apple.com/us/book/men-of-inked-books-1-3/id1093024315?mt=11&app=itunes,Chelle Bliss,epubBook,Men of Inked Books 1-3 - Chelle Bliss,Men of Inked Books 1-3
https://itunes.apple.com/us/book/beyond-control/id704066621?mt=11&app=itunes,Karice Bolton,epubBook,Beyond Control - Karice Bolton,Beyond Control
https://itunes.apple.com/us/book/forever-entangled/id1033649288?mt=11&app=itunes,Kathleen Brooks,epubBook,Forever Entangled - Kathleen Brooks,Forever Entangled
https://itunes.apple.com/us/book/exposure-to-want/id1257597367?mt=11&app=itunes,Kelly Moran,epubBook,Exposure (To Want) - Kelly Moran,Exposure (To Want)
https://itunes.apple.com/us/book/ipad-user-guide-for-ios-10-3/id1134772572?mt=11&app=itunes,Apple Inc.,epubBook,iPad User Guide for iOS 10.3 - Apple Inc.,iPad User Guide for iOS 10.3
https://itunes.apple.com/us/book/bed-and-breakfast-and-murder/id1202717324?mt=11&app=itunes,Patti Larsen,epubBook,Bed and Breakfast and Murder - Patti Larsen,Bed and Breakfast and Murder
https://itunes.apple.com/us/book/living-again/id1257598481?mt=11&app=itunes,LL Collins,epubBook,Living Again - LL Collins,Living Again
https://itunes.apple.com/us/book/cade/id1191546627?mt=11&app=itunes,V.A. Dold,epubBook,Cade - V.A. Dold,Cade
https://itunes.apple.com/us/book/body/id1028229593?mt=11&app=itunes,Audrey Carlan,epubBook,Body - Audrey Carlan,Body
https://itunes.apple.com/us/book/triple-play-i/id881555063?mt=11&app=itunes,Mindy Klasky,epubBook,Triple Play I - Mindy Klasky,Triple Play I
https://itunes.apple.com/us/book/diary-of-a-fat-girl/id1017377289?mt=11&app=itunes,Moira Mugweni,epubBook,Diary of a Fat Girl - Moira Mugweni,Diary of a Fat Girl
https://itunes.apple.com/us/book/bannockburn-binding/id1090745543?mt=11&app=itunes,Tracy Cooper-Posey,epubBook,Bannockburn Binding - Tracy Cooper-Posey,Bannockburn Binding
https://itunes.apple.com/us/book/again-alabama/id1005362658?mt=11&app=itunes,Susan Sands,epubBook,"Again, Alabama - Susan Sands","Again, Alabama"
https://itunes.apple.com/us/book/jaxson-river-pack-wolves-1/id1255084290?mt=11&app=itunes,Alisa Woods,epubBook,Jaxson (River Pack Wolves 1) - Alisa Woods,Jaxson (River Pack Wolves 1)
https://itunes.apple.com/us/book/forbidden/id488515594?mt=11&app=itunes,Amy Miles,epubBook,Forbidden - Amy Miles,Forbidden
https://itunes.apple.com/us/book/silence/id573366426?mt=11&app=itunes,Natasha Preston,epubBook,Silence - Natasha Preston,Silence
https://itunes.apple.com/us/book/burned-promises/id1257340235?mt=11&app=itunes,Willow Winters,epubBook,Burned Promises - Willow Winters,Burned Promises
https://itunes.apple.com/us/book/turning-the-page/id1041863617?mt=11&app=itunes,Katrina Abbott,epubBook,Turning the Page - Katrina Abbott,Turning the Page
https://itunes.apple.com/us/book/pride-and-prejudice/id395534643?mt=11&app=itunes,Jane Austen,epubBook,Pride and Prejudice - Jane Austen,Pride and Prejudice
https://itunes.apple.com/us/book/the-bennett-family-boxed-set-books-1-2/id1250950202?mt=11&app=itunes,Layla Hagen,epubBook,The Bennett Family Boxed Set (Books 1-2) - Layla Hagen,The Bennett Family Boxed Set (Books 1-2)
https://itunes.apple.com/us/book/set-the-night-on-fire/id1146285232?mt=11&app=itunes,Jennifer Bernard,epubBook,Set the Night on Fire - Jennifer Bernard,Set the Night on Fire
https://itunes.apple.com/us/book/how-to-change-the-way-you-think/id576501236?mt=11&app=itunes,Amy Sharp,epubBook,How to Change the Way You Think - Amy Sharp,How to Change the Way You Think
https://itunes.apple.com/us/book/the-way-we-fall/id1255730980?mt=11&app=itunes,Cassia Leo,epubBook,The Way We Fall - Cassia Leo,The Way We Fall
https://itunes.apple.com/us/book/invitation-to-die-the-killing-game-book-1/id1044070031?mt=11&app=itunes,Jaden Skye,epubBook,Invitation To Die (The Killing Game—Book #1) - Jaden Skye,Invitation To Die (The Killing Game—Book #1)
https://itunes.apple.com/us/book/grimms-fairy-tales/id395539706?mt=11&app=itunes,Wilhelm Grimm,epubBook,Grimm's Fairy Tales - Wilhelm Grimm,Grimm's Fairy Tales
https://itunes.apple.com/us/book/no-matter-what/id1215060143?mt=11&app=itunes,Erin Nicholas,epubBook,No Matter What - Erin Nicholas,No Matter What
https://itunes.apple.com/us/book/the-art-of-war/id395534623?mt=11&app=itunes,Sun Tzu,epubBook,The Art of War - Sun Tzu,The Art of War
https://itunes.apple.com/us/book/worth-the-scandal/id1243008133?mt=11&app=itunes,Karen Erickson,epubBook,Worth the Scandal - Karen Erickson,Worth the Scandal
https://itunes.apple.com/us/book/all-for-hope/id944745976?mt=11&app=itunes,Olivia Hardin,epubBook,All for Hope - Olivia Hardin,All for Hope
https://itunes.apple.com/us/book/the-game/id704239726?mt=11&app=itunes,Terry Schott,epubBook,The Game - Terry Schott,The Game
https://itunes.apple.com/us/book/bries-submission-1-3/id1248995694?mt=11&app=itunes,Red Phoenix,epubBook,Brie's Submission (1-3) - Red Phoenix,Brie's Submission (1-3)
https://itunes.apple.com/us/book/the-law-of-attraction/id680074617?mt=11&app=itunes,N.M. Silber,epubBook,The Law of Attraction - N.M. Silber,The Law of Attraction
https://itunes.apple.com/us/book/unleashed/id665272929?mt=11&app=itunes,Emily Kimelman,epubBook,Unleashed - Emily Kimelman,Unleashed
https://itunes.apple.com/us/book/in-skates-trouble/id1229251677?mt=11&app=itunes,Kate Meader,epubBook,In Skates Trouble - Kate Meader,In Skates Trouble
https://itunes.apple.com/us/book/how-to-be-free/id470170671?mt=11&app=itunes,Joe Blow,epubBook,How to Be Free - Joe Blow,How to Be Free
https://itunes.apple.com/us/book/words-of-wisdom-100-inspirational-quotations/id588372730?mt=11&app=itunes,Various Authors,epubBook,Words of Wisdom - 100 Inspirational Quotations - Various Authors,Words of Wisdom - 100 Inspirational Quotations
https://itunes.apple.com/us/podcast/game-of-thrones-the-podcast/id508647267?mt=2&app=itunes,Bald Move,podcast,Game of Thrones The Podcast - Bald Move,Game of Thrones The Podcast
https://itunes.apple.com/us/podcast/locked-up-abroad/id1252155965?mt=2&app=itunes,Wondery,podcast,Locked Up Abroad - Wondery,Locked Up Abroad
https://itunes.apple.com/us/podcast/stuff-you-should-know/id278981407?mt=2&app=itunes,HowStuffWorks,podcast,Stuff You Should Know - HowStuffWorks,Stuff You Should Know
https://itunes.apple.com/us/podcast/revisionist-history/id1119389968?mt=2&app=itunes,Malcolm Gladwell / Panoply,podcast,Revisionist History - Malcolm Gladwell / Panoply,Revisionist History
https://itunes.apple.com/us/podcast/ted-radio-hour/id523121474?mt=2&app=itunes,NPR,podcast,TED Radio Hour - NPR,TED Radio Hour
https://itunes.apple.com/us/podcast/s-town/id1212558767?mt=2&app=itunes,Serial & This American Life,podcast,S-Town - Serial & This American Life,S-Town
https://itunes.apple.com/us/podcast/this-american-life/id201671138?mt=2&app=itunes,This American Life,podcast,This American Life - This American Life,This American Life
https://itunes.apple.com/us/podcast/30-for-30-podcasts/id1244784611?mt=2&app=itunes,"ESPN, ESPN Films, 30for30",podcast,"30 For 30 Podcasts - ESPN, ESPN Films, 30for30",30 For 30 Podcasts
https://itunes.apple.com/us/podcast/the-daily/id1200361736?mt=2&app=itunes,The New York Times,podcast,The Daily - The New York Times,The Daily
https://itunes.apple.com/us/book/american-sign-language-1-5/id667140172?mt=11&app=itunes,William G. Vicars,ibook,American Sign Language 1 - 5 - William G. Vicars,American Sign Language 1 - 5
https://itunes.apple.com/us/book/apple-watch-user-guide/id985786488?mt=11&app=itunes,Apple Inc.,epubBook,Apple Watch User Guide - Apple Inc.,Apple Watch User Guide
https://itunes.apple.com/us/book/the-adventures-of-huckleberry-finn/id492215554?mt=11&app=itunes,Mark Twain,epubBook,The Adventures of Huckleberry Finn - Mark Twain,The Adventures of Huckleberry Finn
https://itunes.apple.com/us/book/hostile-witness-a-josie-bates-thriller/id365939544?mt=11&app=itunes,Rebecca Forster,epubBook,"Hostile Witness, A Josie Bates Thriller - Rebecca Forster","Hostile Witness, A Josie Bates Thriller"
https://itunes.apple.com/us/book/the-last-one/id1241564287?mt=11&app=itunes,Tawdra Kandle,epubBook,The Last One - Tawdra Kandle,The Last One
https://itunes.apple.com/us/book/twenty-eight-and-a-half-wishes/id678582889?mt=11&app=itunes,Denise Grover Swank,epubBook,Twenty-Eight and a Half Wishes - Denise Grover Swank,Twenty-Eight and a Half Wishes
https://itunes.apple.com/us/book/the-scarlet-letter/id395541288?mt=11&app=itunes,Nathaniel Hawthorne,epubBook,The Scarlet Letter - Nathaniel Hawthorne,The Scarlet Letter
https://itunes.apple.com/us/book/forever-perfect/id1231946943?mt=11&app=itunes,Lexy Timms,epubBook,Forever Perfect - Lexy Timms,Forever Perfect
https://itunes.apple.com/us/book/the-substitute/id912157457?mt=11&app=itunes,Denise Grover Swank,epubBook,The Substitute - Denise Grover Swank,The Substitute
https://itunes.apple.com/us/podcast/hidden-brain/id1028908750?mt=2&app=itunes,NPR,podcast,Hidden Brain - NPR,Hidden Brain
https://itunes.apple.com/us/podcast/on-one-with-angela-rye/id1257985728?mt=2&app=itunes,Loud Speakers Network,podcast,On One with Angela Rye - Loud Speakers Network,On One with Angela Rye
https://itunes.apple.com/us/podcast/the-joe-rogan-experience/id360084272?mt=2&app=itunes,Joe Rogan,podcast,The Joe Rogan Experience - Joe Rogan,The Joe Rogan Experience
https://itunes.apple.com/us/podcast/a-piece-of-work/id1256553977?mt=2&app=itunes,WNYC Studios,podcast,A Piece of Work - WNYC Studios,A Piece of Work
https://itunes.apple.com/us/podcast/live-from-the-poundstone-institute/id1238395536?mt=2&app=itunes,NPR,podcast,Live from the Poundstone Institute - NPR,Live from the Poundstone Institute
https://itunes.apple.com/us/podcast/serial/id917918570?mt=2&app=itunes,This American Life,podcast,Serial - This American Life,Serial
https://itunes.apple.com/us/podcast/up-first/id1222114325?mt=2&app=itunes,NPR,podcast,Up First - NPR,Up First
https://itunes.apple.com/us/podcast/amazon-secrets-with-matt-behdjou/id1224732559?mt=2&app=itunes,Matt Behdjou,podcast,Amazon Secrets With Matt Behdjou - Matt Behdjou,Amazon Secrets With Matt Behdjou
https://itunes.apple.com/us/podcast/planet-money/id290783428?mt=2&app=itunes,NPR,podcast,Planet Money - NPR,Planet Money
https://itunes.apple.com/us/podcast/for-the-love-with-jen-hatmaker-podcast/id1258388821?mt=2&app=itunes,Jen Hatmaker,podcast,For The Love With Jen Hatmaker Podcast - Jen Hatmaker,For The Love With Jen Hatmaker Podcast
https://itunes.apple.com/us/podcast/pod-save-america/id1192761536?mt=2&app=itunes,Crooked Media,podcast,Pod Save America - Crooked Media,Pod Save America
https://itunes.apple.com/us/podcast/kickass-news/id1027264941?mt=2&app=itunes,"Mathis Entertainment, Inc.",podcast,"Kickass News - Mathis Entertainment, Inc.",Kickass News
https://itunes.apple.com/us/podcast/up-and-vanished/id1140596919?mt=2&app=itunes,Tenderfoot,podcast,Up and Vanished - Tenderfoot,Up and Vanished
https://itunes.apple.com/us/podcast/binge-mode-game-of-thrones/id1243247464?mt=2&app=itunes,The Ringer,podcast,Binge Mode: Game of Thrones - The Ringer,Binge Mode: Game of Thrones
https://itunes.apple.com/us/podcast/invisibilia/id953290300?mt=2&app=itunes,NPR,podcast,Invisibilia - NPR,Invisibilia
https://itunes.apple.com/us/podcast/how-i-built-this/id1150510297?mt=2&app=itunes,NPR,podcast,How I Built This - NPR,How I Built This
https://itunes.apple.com/us/podcast/radiolab/id152249110?mt=2&app=itunes,WNYC Studios,podcast,Radiolab - WNYC Studios,Radiolab
https://itunes.apple.com/us/book/2017-california-driver-handbook/id960469491?mt=11&app=itunes,California Department of Motor Vehicles,ibook,2017 California Driver Handbook - California Department of Motor Vehicles,2017 California Driver Handbook
